constant_name,definition
"Print name, sign and date.","Imprima nombre, fecha y firma"
"Print this note","Imprimir esta nota"
"Printable Version","Versión Imprimible "
Printed,Impreso
"Printing results:","Resultados de la impresión: "
"Printing skipped; see test output in","Impresión omitida; ver la salida de prueba en"
"Printing skipped; see test output in ","Impresión saltado; ver la prueba de salida en"
"Prior Auth","Antes de autentificación"
"Prior Authorization Form","Formulario de Autorización Previa"
"Prior Visit","Visita anterior"
Priority,Prioridad
"Priority ",Prioridad
Private,Privado
Problem,Problema
"Problem DX","Problema Diagnóstico (DX)"
"Problem List","Lista de Problema "
Problems/Issues,"Problemas y Cuestiones"
"Proc Bat","Proc Bat"
"Proc Cat","Proc Cat"
"Proc Pending Rev","Proc.Pendientes Revisión"
"Proc Res","Proc Res"
Procedure,Procedimiento
"Procedure Body Sites","Procedmiento por area corporal"
"Procedure Boolean Results","Procedimientos con resultados Boolean"
"Procedure Code","Codigo de Procedimiento"
"Procedure Codes","Códigos de procedimiento"
"Procedure Lateralities","Lateralidades del procedimiento"
"Procedure Order","Orden de Procedimiento"
"Procedure Order for","Procedimiento ordenado para"
"Procedure Report","Informe Procedimiento"
"Procedure Report Statuses","Situaciones del reporte de procedimientos"
"Procedure Result Abnormal","Resultado anormal del procedimiento"
"Procedure Result Statuses","Situacion del resultado del procedimiento"
"Procedure Results","Resultados del procedimientos"
"Procedure Routes","Rutas del procedimiento"
"Procedure Specimen Types","Tipos de especimenes del procedimiento"
"Procedure Statistics Report","Reportes estadisticos del procedimiento"
"Procedure Type","Tipo de procedimiento"
"Procedure Types","Tipos de procedimientos"
"Procedure Units","Unidades del procedimiento"
Procedure/Service,Procedimiento/Servicio
Procedures,Procedimientos
Process,Proceso
"Process ERA File","Procesar ERA file"
"Process takes some time","El proceso puede tardar algún tiempo"
Processed,Procesado
"Processed By","Procesado por"
"Processed Date","Fecha procesado"
Processing,Procesamiento
Product,Producto
"Product Contraceptive Method","Método Producto Anticonceptivo"
Products,Productos
"Products but no prescription drugs and no templates","Productos pero no medicamentos con receta y sin plantillas"
Prof.,Prof.
"Progress Notes","Notas de progreso"
"Prostate Cancer","Cáncer de Próstata"
"Prostate Cancer Screening","Detección de cancer de próstata"
"Prostate Exam","Examen de Próstata"
"Prostate Problems","Problemas de Próstata"
"Prostate w/o enlrgmt, nodules, tender","Próstata sin agrandamiento, nódulos o sensibilidad"
"Provide Records to Patient for Visit","Proporcionar Registros al Paciente por Visita"
"Provide absolute path","Provee ruta absoluta"
"Provide absolute path of file","Provee ruta absoluta del file"
"Provide clinical summaries for patients for each office visit.","Proporcione resúmenes clínicos a los pacientes en cada visita."
"Provide patients with an electronic copy of their health information (including diagnostic test results, problem list, medication lists, medication allergies), upon request.","Proporcionar a los pacientes una copia electrónica de su información de salud (incluyendo resultados de pruebas de diagnóstico, lista de problemas, lista de medicamentos, medicación para alergias), bajo petición."
"Provide patients with timely electronic access to their health information (including lab results, problem list, medication lists, medication allergies) within four business days of the information being available to the EP.","Ofrecer a los pacientes el acceso oportuno a su información electrónica de salud (incluyendo resultados de laboratorio, lista de problemas, listas de medicamentos, alergias a medicamentos) dentro de cuatro días hábiles de que la información esté disponible para el EP (profesional elegible)."
"Provide valid Email Address","Proporcionar email válido"
"Provided Clinical Summary?","¿Resumen médico proporcionado?"
"Provided Education Resource(s)?","¿Recursos educativos proporcionados?"
Provider,Proveedor
"Provider ID","Facultativo ID"
"Provider ID at Specified Facility","Facultativo ID en el centro especificado"
"Provider Matching Errors","Errores de correspondencia de Proveedor"
"Provider Number","Número de Proveedor"
Provider:,Facultativo:
Providers,Facultativos
"Providers NPI","NPI Facultativos"
"Providers See Entire Calendar","Proveedores Ver calendario completo"
Prv,Imp
Psoriasis,Psoriasis
"Psych Diagnosis","Psiq. Diagnóstico "
"Psych Medication","Psiq. Medicamentos "
Psychiatric,"Psiquiátricos "
"Psychiatric Brief Letter","Breve carta Psiquiátrica "
"Psychiatric Diagnosis","Diagnosis psiquiátrica "
"Psychiatric Examination","Examinación psiquiátrica "
"Psychiatric History","Historia Psiquiátrica "
"Psychiatric Intake","Producto Psiquiátrico "
"Psychiatric Medication","Medicación Psiquiátrica "
"Pt %","Pt %"
"Pt Notes","Pt Notas"
"Pt Notes/Auth","Pt Notas/Autorización"
"Pt Paid","Pt Pagado"
"Pt Rec Request","Solicitud Registro Pacienten"
"Pt Report","Pt Informe"
"Pt overpaid","Pt en exceso"
"Pt refund","Pt Reembolso"
"Pt released","Pt liberados"
Public,Público
"Public Health Service (PHS) or Other Federal Agency","Seguridad Social (SS) u otro organismo oficial"
"Puerto Rican",Puertorriqueño
Pulmonary,Pulmonar
Pulse,"Pulso "
Punjabi,Penyabí
Purchase,Comprar
Purchase/Return,Compra/Devolución
Purchases,Adquisiciones
QOH,QOH
"QOH is less than monthly usage","QOH es menor que el consumo mensual"
QTY,Cantidad
Qty,Cantidad
Quality,Calidad
"Quality Measures (CQM)","Medidas de calidad (GCC)"
Quantity,Cantidad
"Quantity On Hand","Cantidad En Mano"
"Quantity for NDC","Cantidad para NDC"
"Question Mark",interrogante
"Queue for HCFA batch processing","HCFA cola de procesamiento por lotes "
"Queue for HCFA batch processing and printing","HCFA cola de procesamiento por lotes y la impresión"
"Queue for UB-92 batch processing","Cola de la UB-92 del procesamiento por lotes"
"Queue for UB-92 batch processing and printing","Cola de la UB-92 del procesamiento por lotes y la impresión"
Queued,Cola
"Queued Events Administration","Administración de Eventos en cola"
"Queued Submissions Administration","Cola de Peticiones Administración "
"Queued for","Cola para"
Quit,Dejar
"Quit Alcohol","Dejar el alcohol"
R,R
"REFERRAL FORM","FORMULARIO DE DERIVACIÓN"
"REMIT TO","REMITIR A"
RESERVED,RESERVADO
RLL:,RLL:
ROM,ROM
"RRR without MOR","RRR sin MOR "
RX,Receta
Race,Raza
"Race and Ethnicity","Raza y Etnia"
Race/Ethnicity,Raza/etnia
Radio,Radio
"Radio buttons","Botones de radio"
Range,Rango
Rashes,"Erupciones "
Rate,Tasa
Ratio,Proporcion
"Raw Report","Informe sin procesar"
"Re Identification",Re-Identificación
"Re Identification Process is completed","Proceso Re-Identificación completado"
"Re Identification Process is ongoing","Proceso Re identificación en curso"
Re-Injury?,"¿Misma lesión?"
Re-Open,"Abra de nuevo "
"Re-identification files will be saved in","Ficheros de Re-identificación serán salvados en "
Re-opened,"Volvió a abrir"
ReFill,Recargar
Reaction,Reacción
Reactions,reacciones
Read,Leído
"Real Name","Nombre Real"
"Really delete","Realmente borrar"
Reason,Razón
"Reason Deceased","Motivo del fallecimiento"
"Reason for Death","Causa de fallecimiento"
"Reason for Visit","Motivo de la Visita "
"Reason for referral","Motivo de la remisión"
Reason/Form,"Motivo / Forma"
Receipt,Recibo
"Receipt Generated","Recibo generado"
"Receipt for Payment","Recibo de Pago"
"Receipts Summary","Resumen de Recibos"
"Receipts by Payment Method Report","Informe de Recibos por método de pago "
Received,"Recibido "
"Received By","Recibido Por "
"Received Faxes","Faxes recibidos"
Receiver,"Receptor "
"Receiver ID","Identificación del receptor "
"Receiver ID (ISA08)","Recibidor ID (ISA08)"
"Receiver ID Qualifier (ISA07)","Calificador del recibidor ID (ISA07)"
"Recent three passwords are not allowed.","No se permiten las tres palabras claves recientes"
Recipient,Beneficiario
"Recipient List Is Empty","Lista de Beneficiarios vacía"
"Recipient Name","Nombre destinatario"
"Recipient of the Disclosure","Destinatario de la info"
Recommendation,Recomendación
Recommendations,"Recomendaciones "
"Recommendations and treatment","Recomendaciones y el tratamiento "
"Recommendations by specialist","Recomendaciones del especialista "
Record,Registro
"Record Disclosure","Grabar revelación info"
"Record Payment","Pago de Registro "
"Record Request Date","Fecha registro de solicitud"
"Record already exist","Registro ya existe"
"Record and chart changes in vital signs.","Registro y gráfico de los cambios en las constantes vitales."
"Record demographics.","Registro demográficos."
"Record of Fitness","Registro de estado físico"
"Record smoking status for patients 13 years old or older.","Registro estado pacientes fumadores de 13 años o más"
Records,Registros
"Recreational Drugs","Drogas no farmacológicas"
"Recreational drug use","Uso de drogas no farmacológicas"
Rectal,Rectal
"Rectal Exam","Examen Rectal "
Redirection,Redirección
Redness,"Enrojecimiento "
Refer,Referir
"Refer By","Referido Por"
"Refer Date","Referido en Fecha:"
"Refer To","Referido para:"
"Reference Reason","Motivo de derivación "
"Reference classification (risk level)","Clasificación de derivación (nivel de riesgo) "
"Reference range of results","Rango de resultados de derivación"
"Referer name and signature","Nombre y firma del derivador"
Referral,Derivación
"Referral By","Derivado Por"
"Referral Card","Tarjeta de Derivación"
"Referral Date","Fecha de Derivación"
"Referral Form","Formulario de derivación"
"Referral ID","Nº ID derivación"
"Referral Source","Origen derivación"
"Referral Source for Encounters","Origen derivación para encuentros"
"Referral To","Derivado a "
Referrals,Derivados
"Referrals Report","Informes de Derivados"
"Referred By","Derivado Por"
"Referred by","Derivado por"
"Referred to","Derivado a"
Referrer,"Derivador "
"Referrer Diagnosis","Diagnóstico de Derivación"
"Referrer diagnosis","Diagnóstico de Derivación"
"Referring Provider","Proveedor que deriva"
"Referring physician and practice","Médico y Centro que deriva "
Refills,Recargas
"Reflexes normal","Reflejos normales"
Refresh,Refrescar
"Refreshing Reminders","Refrescando recordatorios"
"Refused To State","Se negó a declarar"
Registered,Registrado
"Registration Date","Fecha de Registro "
"Registration Form","Formulario de Inscripción "
Rehabilitation,"Rehabilitación "
"Relate To","Relaciónese Con "
Related,Relacionado
"Related Issue","Incidencia relacionada"
"Relation(s) / Children",Relacion(es)/niños
Relations,Relaciones
Relationship,"Relación "
"Relative ordering of this entity","Orden relativo de esta entidad"
Relatives,"Familiares "
"Relay Health ID","Relay Health ID"
"Relay Health credentials are missing from this user account.","Las credenciales de la salud del relais faltan de esta cuenta de usuario. "
"Release Date","Fecha versión"
Religion,Religión
Relogin,"Reinicie sesión"
Remdr,Recordatorio
"Remember Selected Facility","Recordar Centro Seleccionado"
Reminder,Recordatorio
"Reminder Not Sent Yet","Recordatorio No Enviado Todavía"
"Reminder Sent On","Recordatorio Enviado El"
"Reminder intervals","Intervalos recordatorio"
Reminders,Recordatorios
Remove,Quitar
"Remove Group","Eliminar Grupo"
"Remove Group Form","Eliminar el formulario del grupo"
"Removes support for immunizations","Eliminar soporte para las vacunas"
"Removes support for phpMyAdmin","Eliminar soporte para phpMyAdmin"
"Removes support for prescriptions","Eliminar soporte para prescripciones"
"Removes the Chart Tracker feature","Elimina la función del gráfico de seguimiento"
"Renal Stones","Litiasis Renal "
Rename,Renombrar
"Rename Group","Renombrar Grupo "
Rendering,"Representación "
"Rendering Provider","Representación del Facultativo"
