constant_name,definition
"Please only use alphabetic characters","Por favor, utilice únicamente caracteres alfabéticos "
"Please only use alphabetic characters with no spaces","Por favor, utilice únicamente caracteres alfabéticos sin espacios"
"Please pay this amount","Por favor, pagar esta cantidad "
"Please place your install files in following directory","Por favor ponga sus ficheros de instalación en la siguiente carpeta"
"Please refer to","Favor de referise a"
"Please reset the password.","Por favor, reinicie la contraseña."
"Please restart the apache server before playing with de-identification","Por favor resetear el servidor apache antes de intentar la finalización de sesión"
"Please select",Seleccione
"Please select X12 partner, required to create the 270 batch","Por favor seleccione socio X12, requerido para crear el batch 270"
"Please select a Primary Business Entity facility with 'Tax ID' as your facility Tax ID. If you are an individual practitioner, use your tax id. This is used for identifying you in the NewCrop system.","Por favor seleccione una entidad de negocio primario con 'C.I.F.' como su centro 'C.I.F.'. Si usted es autónomo, ponga su 'C.I.F.'. Será usado para identificarle en el sistema NewCrop."
"Please select a language","Por favor seleccione un idioma"
"Please select a start date and end date","Por favor seleccione la fecha de inicio y fin"
"Please select a valid recipient","Por favor Seleccione un Destinatario válido"
"Please select an adjustment reason for code ","Por favor, seleccione un razón de ajuste para el código "
"Please select an event","Por favor, seleccione un evento"
"Please select any Search Option.","Por favor seleccione una Opción de Búsqueda"
"Please select at least one prescription!","Favor seleccionar al menos una receta"
"Please select the desired pages to copy or forward:","Por favor, seleccione las pags. que desee copiar o reenviar: "
"Please set","Por favor ajuste"
"Please set de_identification_config variable back to zero","Por favor ponga la variable de_identification_config a cero"
"Please start new De Identification process","Por favor inicie un nuevo proceso de De identificación"
"Please upgrade OpenEMR Database to include De Identification procedures, function, tables","Por favor actualice la base de datos OpenEMR para incluir procedimientos, funciones, tablas para De identificación"
"Please view De Identification error log table for more details","Por favor, consulte la tabla de log de errores de De Identificación para más detalles"
"Please visit De Identification screen after some time","Por favor visite la pantalla de Re-Identificación después de algún tiempo"
"Please visit Re Identification screen after some time","Por favor visite la pantalla de Re-Identificación después de algún tiempo"
"Please visit the screen after some time","Por favor visite la página pasado algún tiempo"
"Pmt Method","Métodos de pago"
"Pneumococcal Conjugate 1","Conjugado Neumocócico 1 "
"Pneumococcal Conjugate 2","Conjugado Neumocócico 2"
"Pneumococcal Conjugate 3","Conjugado Neumocócico 3"
"Pneumococcal Conjugate 4","Conjugado Neumocócico 4"
"Pneumococcal Vaccine","vacuna contra el neumococo"
"Pneumonia Vaccination","Vacuna neumonía"
"Pneumonia Vaccination Status for Older Adults","Estado de vacunación de neumonía de adultos mayores"
"Pneumonia Vaccination Status for Older Adults (CQM)","Estado de vacunación de neumonía de adultos mayores (GCC)"
Podiatric,Podológica
"Point of Service (POS)","Punto del servicio (posición) "
Policy,Póliza
"Policy No","Póliza Nº"
"Policy Number","Número Póliza"
Polish,Polaco
Polydypsia,"Polidipsia "
Polyps,Pólipos
Polyuria,"Poliuria "
"Poor Appetite","Falta de Apetito "
"Poor Circulation","Pobre Circulación "
"Poor Hearing","Déficit auditivo"
"Pop ups need to be enabled to see these reports","Se requieren Pop-ups activos para ver estos reportes"
"Populate the year view with events?","¿Rellenar la vista del año con eventos?"
Popups,"Menús emergentes"
Portal,Portal
"Portal Activity","Actividad del Portal"
Portuguese,Portugués
"Portuguese (Brazilian)","Portugués (Brasileño)"
"Portuguese (European)","Portugués (Europeo)"
Positive,Positivo
Positives,Positivos
"Post For","Enviar por"
"Post Nasal Drip","Goteo nasal posterior "
"Post Payments","Enviar pagos"
"Post To Date","Publicar en fecha"
"Post To Date Cannot be greater than Today","Publicar en fecha no puede ser mayor que hoy"
"Post To Date Must be greater than the Financial Close Date.","Publicar en fecha debe ser mayor que la fecha de cierre financiero"
"Post surgical","Post-quirúrgico "
"Post to accounting and mark as billed","Publique en la contabilidad y marque como facturado "
"Post-Abortion Care","Cuidado del Post-Aborto "
"Post-Abortion Contraception","Contracepción del Post-Aborto "
"Post-Abortion Counseling","Asesoramiento del Post-Aborto "
"Post-Abortion Followup","Seguimiento Post-Aborto "
PostCalendar,PostCalendar
"PostCalendar Administration","Administración del PostCalendar"
"PostCalendar Category Settings","Configuración de la Categoría PostCalendar "
"PostCalendar Global Settings","Configuración Global de PostCalendar"
Postal,Postal
"Postal Code","Código Postal"
"Postal Code:","Código Postal"
"Postal code","Código Postal"
"Posted on","Publicado en"
"Posting Date","Fecha de aplicación"
"Powered by","Desarrollado por"
Practice,"Otras especialidades"
"Practice Default Setting","Práctica establecida por defecto"
"Practice Settings","Configuración de la práctica"
Practitioner,"Prestador de Servicios"
"Pre Pay","Pago anticipado"
"Pre Payment",Prepago
"Pre-Abortion Consultation","Consulta del Pre-Aborto "
"Pre-Abortion Counseling","Asesoramiento del Pre-Aborto "
"Pref Cat","Categoría Pref"
Preferences,Preferencias
"Preferred Event Category","Categoría preferida del evento"
"Preferred Language","Idioma preferido"
"Preferred Pharmacy","Farmacia preferida"
"Preferred Provider Organization (PPO)","Organización de Proveedor Preferido (PPO)"
"Preg Test","Prueba de embarazo"
"Pregnancy Complications:","Complicaciones durante el embarazo"
Pregnant,Embarazada
Preliminary,Preliminar
"Preliminary Diagnosis","Diagnóstico preliminar"
Prepay,Prepagos
"Prescp & Disp","Recetas y Despachos"
Prescription,"Prescripción "
"Prescription History","Histórico de Prescripciones"
"Prescription History import successfully completed","Importación de Histórico de Prescripciones completado"
"Prescription Label","Etiqueta de la prescripción"
"Prescription Report","Informe de Prescripción"
Prescriptions,Recetas
"Prescriptions Report","Informe de las prescripciones "
"Prescriptions and Dispensations","Recetas y Despachos"
"Prescriptions and other referrals","Recetas y otras referencias"
"Prescriptions and/or referrals by specialist","Prescripciones y/o remisiones del especialista "
Prescriptions/Referrals,Recetas/Referencias
Present,Presente
"Presenting Complaint","Presentación de queja"
"Press Continue to proceed","Pulse Continuar para proseguir"
"Presumed Diagnosis","Presunción de Diagnóstico"
"Presumed diagnosis by specialist","Presunción de Diagnóstico por el especialista "
Prev,Previa
"Prev Med/Surg Hx","Prev Med/Surg Hx"
"Prev. month (hold for menu)","Mes anterior. (Presione para menu)"
"Prev. year (hold for menu)","Año anterior (Presione para el menu)"
"Preventative Care","Cuidado Preventivo"
"Preview Event","Vista previa del evento"
"Preview of","Previsualización de"
Previous,Previo
"Previous Balance","Saldo anterior"
"Previous Consultations","Consultas Anteriores"
"Previous Day","Dia Anterior"
"Previous History/Screening","Historia Anterior/Tamizaje"
"Previous Month","Mes Anterior"
"Previous Week","Semana Anterior"
"Previous modern contraceptive use?","¿Uso previo de anticonceptivos modernos?"
Price,Precio
"Price Discounting","Precio de descuento"
"Price Level","Nivel de precios"
"Price Level:","Nivel de Precio:"
Prices,Precios
Primary,Primaria
"Primary Business Entity","Entidad de negocios primaria"
"Primary Business Entity tax id is used as account id for NewCrop ePrescription. Changing the facility will affect the working in NewCrop.","La entidad de negocio primaria es usada como cuenta Id para la ePrescipción. Cambiando el centro afectará al funcionamiento en NewCrop. "
"Primary Ins","Seguro Primario"
"Primary Insurance","Seguro Primario "
"Primary Insurance Data","Datos del Seguro Primario"
"Primary Insurance Provider","Proveedor Primario del Seguro "
"Primary Provider","Proveedor de primaria "
Print,Imprimir
"Print (HTML)","Imprimir (HTML)"
"Print (PDF)","Imprimir (PDF)"
"Print Any Encounter","Imprimir cualquier encuentro"
"Print Blank Referral Form","Imprimir Forma de Referencia en blanco"
"Print Command","Comando Imprimir"
"Print Format","Imprimir el Formato"
"Print Four Panel","Imprimir cuatro paneles"
"Print Multiple","Imprimir Múltiples"
"Print Multiple (HTML)","Imprimir múltiples recetas (HTML)"
"Print Multiple (PDF) ","Imprimir múltiples recetas (PDF)"
"Print Multiple To Fax","Imprimir múltiples recetas a Fax"
"Print Notes","Imprimir notas"
"Print Page 1","Imprimir Página 1 "
"Print Page 2","Imprimir Página 2 "
"Print Receipts by Provider","Impresión Receta por Facultativo"
"Print Record","Grabar Imprimir "
"Print Record (All Values)","Imprimir Registro (Todo)"
"Print Record (HTML)","Imprimir registro(HTML)"
"Print Record (PDF)","Imprimir registro(PDF)"
"Print Selected Statements","Imprimir estados seleccionados"
"Print Shot Record","Registro de tiro impresión"
"Print This Encounter","Imprimir este encuentro"
"Print This Note","Imprimir Esta Nota"
"Print To Fax","Imprimir Fax "
"Print View","Ver Imprenta"
"Print message","Mensaje Imprimir"
"Print name, sign and date.","Imprima nombre, fecha y firma"
"Print this note","Imprimir esta nota"
"Printable Version","Versión Imprimible "
"Printable version","Versión para impresora"
Printed,Impreso
Printer,Impresor
"Printing results:","Resultados de la impresión: "
"Printing skipped; see test output in","Impresión omitida; ver la salida de prueba en"
"Printing skipped; see test output in ","Impresión saltado; ver la prueba de salida en"
"Prior Auth","Antes de autentificación"
"Prior Authorization Form","Formulario de Autorización Previa"
"Prior Visit","Visita anterior"
Priority,Prioridad
"Priority ",Prioridad
Priority:,Prioridad
Private,Privado
"Private Physicians","Médicos privados"
Problem,Problema
"Problem DX","Problema Diagnóstico (DX)"
"Problem List","Lista de Problema "
Problems/Issues,"Problemas y Cuestiones"
"Proc Bat","Proc Bat"
"Proc Cat","Proc Cat"
"Proc Pending Rev","Proc.Pendientes Revisión"
"Proc Res","Proc Res"
Procedure,Procedimiento
"Procedure Body Sites","Procedmiento por area corporal"
"Procedure Boolean Results","Procedimientos con resultados Boolean"
"Procedure Code","Codigo de Procedimiento"
"Procedure Codes","Códigos de procedimiento"
"Procedure Lateralities","Lateralidades del procedimiento"
"Procedure Order","Orden de Procedimiento"
"Procedure Order ","Orden de Laboratorio"
"Procedure Order for","Procedimiento ordenado para"
"Procedure Report","Informe Procedimiento"
"Procedure Report Statuses","Situaciones del reporte de procedimientos"
"Procedure Result Abnormal","Resultado anormal del procedimiento"
"Procedure Result Statuses","Situacion del resultado del procedimiento"
"Procedure Results","Resultados del procedimientos"
"Procedure Routes","Rutas del procedimiento"
"Procedure Specimen Types","Tipos de especimenes del procedimiento"
"Procedure Statistics Report","Reporte Estadístico de Laboratorio"
"Procedure Type","Tipo de procedimiento"
"Procedure Types","Tipos de procedimientos"
"Procedure Units","Unidades del procedimiento"
"Procedure at this site","Proc realizado en esta clínica"
Procedure/Service,Procedimiento/Servicio
Procedure:,Procedimiento
Procedures,"Lab y Diagnósticos"
Process,Procesos
"Process ERA File","Procesar ERA file"
"Process Guides","Guías de proceso"
