,constant_name,definition,IPPF_Spanish (proposed),Same as Def?,Notes,source,openemr,test,spanish,argentina,panama,haiti,,0,TEST,KEVIN or ANA
3985,"Note: This code was not entered by an authorized user. Only authorized codes may be uploaded to the Open Medical Billing Network for processing. If you wish to upload these codes, please select an authorized user here.","Nota: este código no fue ingresado por un usuario autorizado. Sólo los códigos autorizados pueden ser subidos a la Red Abierta de facturación médica para su procesamiento. Si desea cargar estos códigos, por favor, seleccione un usuario autorizado aquí.","Nota: este código no fue ingresado por un usuario autorizado. Sólo los códigos autorizados pueden ser subidos a la Open Medical Billing Network para su procesamiento. Si desea cargar estos códigos, por favor, seleccione un usuario autorizado aquí.",0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
3986,"NOTE: Uploading files with duplicate names will cause the files to be automatically renamed (for example, file.jpg will become file.1.jpg). Filenames are considered unique per patient, not per category.","Nota: este código no fue por un usuario autorizado. Sólo están autorizados los códigos pueden ser subidos a la Red Abierta de facturación médica para su procesamiento. Si desea cargar estos códigos, por favor, seleccione un usuario autorizado aquí.","Nota: este código no fue por un usuario autorizado. Sólo están autorizados los códigos pueden ser subidos a la Red Abierta de facturación médica para su procesamiento. Si desea cargar estos códigos, por favor, seleccione un usuario autorizado aquí.",1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
3987,"NOTE: Uploading files with duplicate names will cause the files to be automatically renamed. For example '<i>file.jpg</i>' will become '<i>file.jpg.1</i>'. Filenames are considered unique per patient, not per category. ","NOTA: Los archivos que cargan con nombres duplicados harán los archivos ser retitulados automáticamente. Por ejemplo ' archivo.jpg' se convertirá ' archivo.jpg.1'. Los nombres de fichero se consideran únicos por paciente, no por categoría.","NOTA: Cargar archivos con nombres duplicados causará que los archivos sean renombrados automáticamente. Por ejemplo 'archivo.jpg' se convertirá ' archivo.jpg.1'. Los nombres de archivo se consideran únicos por cliente, no por categoría.",0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
3988,Notes,Notas,Notas,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
3989,"Notes - any encounters (write,addonly optional)","Notas - cualquier encuentros (escribir, sólo añadir opcional) ","Notas - cualesquier visitas (escribir, sólo añadir opcional) ",0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
3990,"Notes - my encounters (write,addonly optional)","Notas - mis encuentros (escribir, sólo añadir opcional) ","Notas - mis visitas  (escribir, sólo añadir opcional) ",0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
3991,Notes not authorized,Notas no autorizados,Notas no autorizados,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
3992,Nothing Recorded,Nada Grabado,Nada Grabado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
3993,Nothing to import for Allergy,Nada que importar para alergia,Nada que importar para alergia,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
3994,Nothing to import for Prescription,Nada que importar para receta,Nada que importar para receta,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
3995,Nothing to show,Nada que mostrar,Nada que mostrar,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
3996,Nothing was selected,Nada fue seleccionado,Nada fue seleccionado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
3997,NOTICE:: PostCalendar Submission/Modification,AVISO:: Sumisión/modificación de PostCalendar,AVISO: Envíon/modificación de PostCalendar,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
3998,Notification,Notificación,Notificación,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
3999,Notification Email Address,Email para Notificación,Dirección de email para Notificación,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4000,Notifications,Notificaciones,Notificaciones,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4001,Notify Admin About Event Submission/Modification?,Notificar Administrador Acerca del Evento de presentación / Modificación? ,¿Notificar al administrador sobre evento de envío / modificación? ,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4002,Nov,Nov,Nov,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4003,November,Noviembre,Noviembre,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4004,Now posting for:,"Ahora, la publicación de:",En proceso el registro contable para (cliente):,0,Posting here refers to registering a client's payment,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,1
4005,Now printing,Imprimiendo ahora,En proceso de impresión,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4006,Now printing $stmt_count statements and updating encounters.,Ahora impresión $ stmt_contra declaraciones y actualización de los encuentros. ,En proceso de impresión de comprobantes de pago $ stmt_contra y actualización de las visitas. ,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4007,Now printing $stmt_count statements and updating invoices.,Ahora declaraciones de la impresión $stmt_contra y facturas de la puesta al día. ,En proceso de impresión de comprobantes de pago $ stmt_contra y actualización de facturas. ,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4008,Now printing $stmt_count statements; encounters will not be updated.,Ahora declaraciones de la impresión $stmt_contra; los encuentros no serán actualizados. ,Ahora declaraciones de la impresión $stmt_contra; los encuentros no serán actualizados. ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4009,Now printing $stmt_count statements; invoices will not be updated.,Ahora declaraciones de la impresión $stmt_contra; las facturas no serán actualizadas. ,Ahora declaraciones de la impresión $stmt_contra; las facturas no serán actualizadas. ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4010,NPI,NPI,NPI,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4011,NQF,National Quality Forum,National Quality Forum,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4012,Num Seg. Social,DNI,DNI,1,DNI = Documento Nacional de Identidad,test,NULL,DNI,NULL,NULL,NULL,NULL,1,0,1,1
4013,Number,Número,Número,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4014,Number labs,Número laboratorio,Número laboratorio,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4015,Number of C Sections,Núm. de cesáreas,Núm. de cesáreas,1,,test,NULL,Núm. de cesáreas,NULL,NULL,NULL,NULL,1,0,1,0
4016,Number of columns in year view.,Número de columnas en vista/año.,Número de columnas en vista/año.,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4017,Number of days that the client certificate is valid.,Número de días de validez para el certificado de cliente.,Número de días de validez para el certificado de cliente.,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4018,"Number of digits after decimal point for currency, usually 0 or 2.","Número de dígitos después del punto decimal, normalmente 0 o 2.","Número de dígitos después del punto decimal, normalmente 0 o 2.",1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4019,Number of encounters to display per page.,Número de visitas por página,Número de visitas por página,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4020,"Number of games or events missed, if any","Número de partidas o eventos perdidos, si hay","Número de partidas o eventos perdidos, si hay",1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4021,Number of hours in advance to send email notifications.,Número de horas de antelación para enviar notificaciones por email.,Número de horas de antelación para enviar notificaciones por email.,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4022,Number of hours in advance to send Phone notification.,Número de horas de antelación para enviar notificaciones por teléfono.,Número de horas de antelación para enviar notificaciones por teléfono.,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4023,Number of hours in advance to send SMS notifications.,Número de horas de antelación para enviar notificaciones por SMS.,Número de horas de antelación para enviar notificaciones por SMS.,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4024,Number of Induced Abortions,Núm. de abortos inducidos,Núm. de abortos inducidos,1,,panama,NULL,Núm. de abortos inducidos,NULL,NULL,Núm. de abortos inducidos,No. de abortos inducidos,1,0,0,0
4025,Number of Live Births,Núm. de partos,Núm. de partos,1,,panama,NULL,Núm. de partos,NULL,NULL,Núm. de partos,No. de partos,1,0,0,0
4026,Number of Living Children,Núm. de hijos vivos,Núm. de hijos vivos,1,,panama,NULL,Núm. de hijos vivos,NULL,NULL,Núm. de hijos vivos,No. de hijos vivos,1,0,0,0
4027,Number of past history columns,Número de columnas para historia pasada,Número de columnas para historia pasada,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4028,Number of patients to display per page in the patient list.,Número de pacientes que mostrar por página en la lista de pacientes.,Número de clientes que mostrar por página en la lista de clientes.,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4029,Number of Stillbirths,Núm. de mortinatos,Núm. de mortinatos,1,,test,NULL,Núm. de mortinatos,NULL,NULL,NULL,NULL,1,0,1,0
4030,Number of Vaginal Deliveries,Núm. de partos vaginales,Núm. de partos vaginales,1,,panama,NULL,Núm. de partos vaginales,NULL,NULL,Núm. de partos vaginales,No.de partos vaginales,1,0,0,0
4031,Numbness,Entumecimiento ,Entumecimiento ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4032,Numerator,Numerador,Numerador,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4033,Numeric display order,Orden Númerico mostrado,Orden Númerico mostrado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4034,Nutrition,Nutrición,Nutrición,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4035,O.A.F.V.,O.A.F.V.,O.A.F.V.,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4036,O2 Sat,O2 sat,O2 sat,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4037,Obesity I,Obesidad I ,Obesidad I ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4038,Obesity II,Obesidad II ,Obesidad II ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4039,Obesity III,Obesidad III ,Obesidad III ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4040,Objective,Objetivo,Objetivo,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4041,Obstetric,Obstétrico,Obstétrico,1,,test,NULL,Obstétrico,NULL,NULL,NULL,NULL,1,0,1,0
4042,Obstetric History,Historia obstétrica,Historia obstétrica,1,,test,NULL,Historia obstétrica,NULL,NULL,NULL,NULL,1,0,1,0
4043,Obstetric services,Obstetricia,Servicios obstétricos,0,,test,NULL,Obstetricia,NULL,NULL,NULL,NULL,1,1,1,0
4044,Obstetric Tests,Test obstétrico,Prueba obstétrica,0,,test,NULL,Test obstétrico,NULL,NULL,NULL,NULL,1,1,1,0
4045,Obstetrics,Obstétrico,Obstétrico,1,,test,NULL,Obstétrico,NULL,NULL,NULL,NULL,1,0,1,0
4046,Occupation,Ocupación,Ocupación,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4047,Occurrence,Ocurrencia,Ocurrencia,1,,test,Acontecimiento,Ocurrencia,NULL,NULL,NULL,NULL,1,0,1,0
4048,Oct,Oct,Oct,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4049,October,Octubre,Octubre,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4050,OD,OD,OD,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4051,of,de,de,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4052,of quantity,de la cantidad ,de la cantidad ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4053,of tablets,de tabletas,de tabletas,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4054,of the month every,de cada mes ,de cada mes ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4055,Ofc Notes,Notas Oficina,Notas Oficina,1,,test,Notas de la oficina,Notas Oficina,NULL,NULL,NULL,NULL,1,0,1,0
4056,Off,Apagado,Apagado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4057,Office Notes,Notas de la Oficina,Notas de la Oficina,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4058,Office Notes (Back) ,Notas (atrás),Notas (Atrás),0,,test,NULL,Notas (atrás),NULL,NULL,NULL,NULL,1,1,1,0
4059,Office Notes (More),Notas (Más),Notas (Más),1,,test,NULL,Notas (Más),NULL,NULL,NULL,NULL,1,0,1,0
4060,Office Visit,Administrativa,Visita administrativa,0,,test,Visita en el Centro,Administrativa,NULL,NULL,NULL,NULL,1,1,1,0
4061,Official Clinical Quality Measures (CQM) Measure Groups,Medidas oficiales de calidad clínica (GCC) Grupos de medida,Medidas oficiales de calidad clínica (MCC) Grupos de medida,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4062,Offsite Https link for the Patient Portal.,Vínculo https para el Portal Externo del paciente.,Vínculo https para el Portal Externo del cliente.,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4063,Offsite Https link for the Patient Portal.(Patient Link),Vínculo Https para el Portal del Paciente Externo (Vínculo Paciente),Vínculo Https para el Portal del cliente Externo (Vínculo cliente),0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4064,Offsite Patient Portal Password,Contraseña Portal del Paciente Externo,Contraseña Portal del cliente Externo,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4065,Offsite Patient Portal Password(Put Blank If not Registered).,Contraseña Portal del paciente externo (Dejar en blanco si no está registrado),Contraseña Portal del cliente externo (Dejar en blanco si no está registrado),0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4066,Offsite Patient Portal Provider ID,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
4067,Offsite Patient Portal Provider ID(Put Blank If not Registered).,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
4068,Offsite Patient Portal Site Address,Sitio Web del Portal del Paciente Externo,Sitio Web del Portal del cliente Externo,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4069,Offsite Patient Portal Site Address (Patient Link),Sitio web del Portal del Paciente Externo (Vínculo Paciente),Sitio web del Portal del cliente Externo (Vínculo cliente),0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4070,Offsite Patient Portal Username,Usuario del Portal del Paciente Externo,Usuario del Portal del cliente Externo,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4071,Offsite Patient Portal Username(Put Blank If not Registered).,Usuario del Portal del Paciente Externo (Dejar en blanco si no está registrado).,Usuario del Portal del cliente Externo (Dejar en blanco si no está registrado).,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4072,Offspring,Hijos,Hijos,1,,test,Descendencia ,Hijos,NULL,NULL,NULL,NULL,1,0,1,0
4073,ointment,Ungüento,Ungüento,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4074,OK,Esta Bien,Esta Bien,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4075,OK to close this other popup window?,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
4076,OK to link the GCAC issue dated,OK para vincular la cuestión de fecha GCAC ,OK para vincular la cuestión de fecha GCAC ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4077,Old,Viejo,Viejo,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4078,Old Clients,Clientes antiguos,Clientes antiguos,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4079,Old fracture non / malunion,La fractura vieja no/malunion,La fractura vieja no/malunion,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4080,Old style layout with no left menu,Diseño Estilo antiguo sin menú a la izquierda,Diseño Estilo antiguo sin menú a la izquierda,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4081,Old-style static form without search or duplication check,Formulario viejo-estilo sin buscar o comprobar duplicados,Formulario viejo-estilo sin buscar o comprobar duplicados,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4082,Omit,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
4083,Omit circumferences,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
4084,Omit employer information in patient demographics,Omitir información empleador en demográficos del paciente,Omitir información empleador en demográficos del cliente,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4085,Omit Employers,Omitir Empleador,Omitir Empleador,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4086,"Omit form, route and interval which then become part of dosage","Omitir forma farm., vía e intervalo, que serán parte de la dosis ","Omitir forma farm., vía e intervalo, que serán parte de la dosis ",1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4087,Omit insurance and some other things from the demographics form,Omitir seguro y otras cosas en el formulario de demograficos,Omitir seguro y otras cosas en el formulario de demograficos,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4088,Omit internal users?,¿Omitir usuarios internos?,¿Omitir usuarios internos?,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4089,Omit method of payment from the co-pay panel,Omitir método de pago para el panel de co-pago,Omitir método de pago para el panel de co-pago,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4090,omit to autoassign,Omitir para asignación automatica,Omitir para asignación automatica,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4091,On,Activo,Activo,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4092,on,en,en,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4093,On Hand,Existencias,Existencias,1,,test,En mano,Existencias,NULL,NULL,NULL,NULL,1,0,1,0
4094,On Order,Pedidos,Pedidos,1,,test,En Orden,Pedidos,NULL,NULL,NULL,NULL,1,0,1,0
4095,On Site,En el sitio,En el sitio,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4096,"Once the Primary Business Facility is set, it should not be changed. Changing the facility will affect the working in NewCrop ePrescription.","Una vez asignado el Centro para el negocio principal, no deberá ser cambiado. El cambio del Centro afectará al trabajo en NewCrop ePrescription.","Una vez asignado el Centro para el negocio principal, no deberá ser cambiado. El cambio del Centro afectará al trabajo en NewCrop ePrescription.",1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4097,"Once you change your password, you will have to re-login.","Una vez que cambie su contraseña, tendrá que volver a iniciar sesión.","Una vez que cambie su contraseña, tendrá que volver a iniciar sesión.",1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4098,Online Support,Soporte en línea,Soporte en línea,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4099,Online Support Link,Vínculo de soporte online,Vínculo de soporte online,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4100,Only Active,Sólo activa,Sólo activa,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4101,Only applicable if a provider or collated list was chosen above. PRIMARY only selects patients that the provider is the primary provider. ENCOUNTER selects all patients that the provider has seen.,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
4102,only if billing location,sólo si es ubicación de facturación,sólo si es ubicación de facturación,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4103,Only Inactive,Sólo inactivo,Sólo inactivo,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4104,Only Mine,Sólo mio,Sólo mio,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4105,Only Show Diagnosis Reporting Codes,Sólo mostrar los Informes de códigos de diagnóstico,Sólo mostrar los Informes de códigos de diagnóstico,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4106,Only Show Service Code Finance Reporting Codes,Sólo mostrar Código de Servicio de Informes de Códigos de Finanzas,Sólo mostrar Código de Servicio de Informes de Códigos de Finanzas,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
