constant_name,definition,source,openemr,test,spanish,argentina,panama,haiti
"Severe Migraine","Migraña severa",test,"Migraña Grave ","Migraña severa",NULL,NULL,NULL,NULL
"Severity of Pain","Severidad del dolor",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Severity of Pain:","Severidad del dolor",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Sex,Sexo,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Sex:,Sexo,test,NULL,Sexo,NULL,NULL,NULL,NULL
"Sexually Transmitted Disease","Enfermedades de Transmisión Sexual ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sexually transmitted infection","Infección de transmisión sexual",test,NULL,"Infección de transmisión sexual",NULL,NULL,NULL,NULL
"Sexually Transmitted Infection (STI)","Infección de transmisión sexual (ITS)",test,NULL,"Infección de transmisión sexual (ITS)",NULL,NULL,NULL,NULL
SFTP,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Sha-1 Hash",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sharing,Conpartir,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Shell command for printing from the server.","Intérprete de comandos para imprimir desde el servidor",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Shift,Turno,test,NULL,Turno,NULL,NULL,NULL,NULL
Shifts,Turnos,test,NULL,Turnos,NULL,NULL,NULL,NULL
"Shifts Report","Reporte de Turnos",test,NULL,"Reporte de Turnos",NULL,NULL,NULL,NULL
"Short Description",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Shortness Of Breath","Falta de Aliento ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Shortness of Breath","Falta de aire al respirar ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Shortness Of Breath 2","Falta de Aliento 2",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Shot Record","Registro de Tiro",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Shot Record as of:","Fecha de Expediente de Tiro: ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"should be like nnnnn-nnnn-nn","debe ser como nnnnn-nnnn-nn ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Should be two letters","Deben ser dos letras",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"should contain 10 digits","Debe contener 10 dígitos",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"should contain only 10 digits","Debe contener sólo 10 dígitos",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Shoulder,Hombro,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Shoulder + clavicle","Hombro + Clavicula",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Shoulder Problems","Prob. de Hombro",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Show,Presente,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show Active","Mostrar Activo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show All","Mostrar Act+Inact",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show all procedures",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Show All Transactions","Mostrar Todas las Transacciones",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show as Busy",Occupado,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show Authorized Only","Mostrar Sólo Autorizado ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show Available Times","Mostrar Horas Disponibles",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show both US and metric (main unit is metric)","Mostrar ambos US y métrica (unidad principal es métrica)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show both US and metric (main unit is US)","Mostrar ambos US y métrica (unidad principal es US)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show Details","Mostrar detalles",test,"Mostrar Detalles","Mostrar detalles",NULL,NULL,NULL,NULL
"Show Errors Only?",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Show Graph","Mostrar Gráfico",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show hovering event text on mouseover?","¿Demuestre el texto de cernido del acontecimiento en mouseover? ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show how many events on admin pages?","Mostrar el número de eventos en las páginas de administrador? ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show Inactive","Mostrar Inactivo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show Menu","Mostrar Menú",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show metric only","Mostrar sólo métrica",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show Notes","Cuantos eventos mostrar en paginas de admin ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show only procedures not omitted",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Show Patient Notes","Mostrar notas de pacientes",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show pounds and ounces",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Show pounds as decimal value",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Show Primary Complete","Mostrar primario completo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show Reminders","Mostrar recordatorios",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show Report","Mostrar Informe",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show search/submit links in block?","Mostrar búsqueda y presentar los enlaces en el bloque? ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show the custom state form for the add list widget (will ask for title and abbreviation).","Mostrar el formulario de estado personalizado para agregar a lista de widget (preguntará por el título y la abreviatura).",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show this category on the patient summary screen even if no issues have been entered for this category.",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Show Unbilled Only","Mostrar sólo no facturados ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Show US only","Mostrar solo USA",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Showing,Mostrando,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Showing result",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Siblings,Hermanos,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sickle Cell",Falciformismo,test,"Célula de hoz (falciforme)",Falciformismo,NULL,NULL,NULL,NULL
Sig,Sig,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Sigmoid/Colonoscopy,Sigmoidoscopia/Colonoscopia,test,"Sigmoide/Colonoscopia ",Sigmoidoscopia/Colonoscopia,NULL,NULL,NULL,NULL
"Sign Lab Results (write,addonly optional)","Firma resultados laboratorio (escribir, opcional sólo añadir)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sign Results","Firmar Resultados",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Signature,Firma,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Signature:,Firma:,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Signed Rx","Receta firmada",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Significant Swelling:","Hinchazón Significativa: ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Simplified,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Simplified Co-Pay","Co-Pago Simplificado",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Simplified Demographics","Demográficos Simplificados",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Simplified Prescriptions","Prescripciones Simplificadas",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Since,Desde,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sincerely,","Sinceramente,",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Single,Soltero(a),test,Soltero,Soltero(a),NULL,NULL,NULL,NULL
"Single-selection list","Lista selección única",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Single-selection list with ability to add to the list","Lista de selección única con posibilidad de añadir a la lista",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Singular,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Sinus Problems","Problemas del Seno ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sinus Surgery","Cirugía de Seno",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SINUS TENDERNESS:","SENSIBILIDAD DE SENO: ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Sinusitis,Sinusitis,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Site,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Site ID","Nº Identificación",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Site ID for the Medical Information Integration, LLC Lab Exchange Service.",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Site ID for the OpenEMR Support LLC Lab Exchange Service.","Nº Identificación para soporte OpenEMR del Servicio Intercambio Laboratorio LLC.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Size,Tamaño,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Size must be a number between 1 and 999","El tamaño debe ser un número entre 1 y 999 ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Size/List,Tamaño/Lista,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Skin,Piel,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Skin Cancer","Cáncer de Piel",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Skin Disease","Enfermedad de Piel ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Skin Other","Otra Piel",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Skip Authorization of Patient Notes","Saltar autorización de Notas de paciente",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Skipping section","Saltar sección",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Skipping SQL-Ledger dump - not implemented for Windows server","Saltarse SQL-Ledger dump - no se han aplicado para el servidor de Windows",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sleep Patterns","Patrones de sueño",test,"Patrones de Sueño ","Patrones de sueño",NULL,NULL,NULL,NULL
"Sleep patterns","Patrones de Sueño ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Sleeping,Durmiendo,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Slovak,"Eslovaco ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sm debt w/o","La deuda de SM sin",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Smarty Cache has been cleared","Smarty caché ha sido borrada",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Smoker, current status unknown","Fumador, estado actual desconocido",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Smoking Status",Tabaquismo,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SMS Auth","SMS Autorización",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SMS Gateway","Puerta de enlace SMS ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SMS Gateway API Key","Clave API puerta enlace SMS",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SMS Gateway API key","Clave API puerta enlace SMS",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SMS Gateway Password","Contraseña puerta de enlace SMS",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SMS Gateway Username","Usuario puerta de enlace SMS",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SMS Notification","Notificación de SMS ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SMS Notification Hours","Horario Notificación SMS",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SMS send before","SMS antes enviado",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SMS Sent","SMS Enviado",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SMS Text, Usable Tag: ***NAME***, ***PROVIDER***, ***DATE***, ***STARTTIME***, ***ENDTIME***<br> i.e. Dear ***NAME***","SMS de texto, Etiqueta Utilizable: ***NOMBRE *** *** PROVEEDOR, *** *** FECHA *** *** HORA DE COMIENZO*** , *** HORA DE SALIDA *** *** <br> i.e. Estimado ***NOMBRE *** ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SMS/Email Alert Settings","SMS/CORREO ELECTRONICO Ajustes Alerta",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SMTP Password for Authentication","Contraseña para Autenticación SMTP",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SMTP Server Hostname","SMTP Nombre servidor Host",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SMTP Server Port Number","SMTP Puerto servidor",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SMTP User for Authentication","SMTP Usuario para Autenticación",openemr,NULL,NULL,NULL,NULL,NULL,NULL
SNOMED,SNOMED,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SNOMED (RF1) Clinical Term",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"SNOMED (RF1) Diagnosis","Diagnóstico SNOMED (RF1)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SNOMED (RF1) Procedure",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"SNOMED (RF2) Diagnosis","Diagnóstico SNOMED (RF2)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SNOMED Clinical Term",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"SNOMED Database","Base de datos SNOMED",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SNOMED Diagnosis","Diagnóstico SNOMED",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SNOMED Procedure",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Snoring,"Ronquidos ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
SOAP,SOEP,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Social Difficulties","Dificultades Sociales ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Social Difficulties:","Dificultades sociales",test,NULL,"Dificultades sociales",NULL,NULL,NULL,NULL
"Social History:","Historia social",test,Historia,"Historia social",NULL,NULL,NULL,NULL
"Social Security","DNI Nacional/Extranjero",test,NULL,"DNI Nacional/Extranjero",NULL,NULL,NULL,NULL
"Social Security Number",DNI,test,"Número de Seguridad Social ",DNI,NULL,NULL,NULL,NULL
"Social service","Servicio social",test,NULL,"Servicio social",NULL,NULL,NULL,NULL
"Social services","Servicio social",test,NULL,"Servicio social",NULL,NULL,NULL,NULL
solution,solución,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Somatic Context","Contexto Somático ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Some authorizations were not displayed. Click here to view all","Algunas autorizaciones no fueron exhibidas. Clic aquí para ver todas ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Some codes were not displayed.","Algunos códigos no fueron exhibidos. ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Some encounters were not displayed. Click here to view all.","Algunas visitas no fueron mostradas. Click aquí para ver todas. ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Some error has occured during De Identification Process","Se han producido algunos errores en el proceso de De Identificación",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Some notes were not displayed.","Algunas notas no fueron mostradas. ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Some office notes were not displayed. Click here to view all.",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"some words","algunas palabras ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Something went wrong. Please try again.","Algo salió mal. Por favor inténtelo de nuevo.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Sonogram,Sonograma,test,NULL,Sonograma,NULL,NULL,NULL,NULL
"Soon Due Interval (Clinical Reminders)","Intervalo para Vencimiento Próximo (Recordatorios clínicos)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Soon Due Interval (Patient Reminders)","Intervalo vencimiento próximo (Recordatorios paciente)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sore Throat","Dolor de Garganta ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sorry No Appointment is Fixed","Lo siento no se ha fijado una cita",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sorry, there was a problem uploading your file","Lo sentimos, hubo un problema subiendo su fichero",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sort By","Orden por",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sort by","Ordenado por",test,"Organizado por","Ordenado por",NULL,NULL,NULL,NULL
"Sort by :","Ordenado por",test,NULL,"Ordenado por",NULL,NULL,NULL,NULL
"Sort by Checksum","Organizar por checksum",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sort by Comments","Ordenar por Comentarios ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sort by Crt User","Ordenar por usuario de Crt ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sort by date","Ordenar por fecha ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sort by date/time","Ordenar por fecha / hora ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sort by Event","Ordenar por Evento ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sort by Group","Ordenar por Grupo ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sort by PatientID","Ordenar por pacienteID",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sort by Success","ordenar por exito",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sort by User","Ordenar por Usuario ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sort by vaccine","Ordenar por vacuna ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sort Down","Orden descendente",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sort Result by","Ordenar resultado por",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sort Up","Orden ascendente",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Source,Fuente,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Source File","Fichero fuente",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Source File Path","Ruta fichero fuente",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Source is missing for code ","Fuente falta de código ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Source Lot","Lote de origen",test,"Lote de fuente","Lote de origen",NULL,NULL,NULL,NULL
"Source Patient",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Source patient has no DOB",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Source patient not found",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Source:,Fuente:,openemr,NULL,NULL,NULL,NULL,NULL,NULL
SPACE,ESPACIO,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Space,Espacio,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Spanish,Español,test,"Español ",Español,NULL,NULL,NULL,NULL
"Spanish (Latin American)","Español (Latín América)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Spanish (Spain)","Español (España)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Special,Especial,test,NULL,Especial,NULL,NULL,NULL,NULL
"Special characters are not allowed",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Special Education","Eduación Especial",test,NULL,"Eduación Especial",NULL,NULL,NULL,NULL
"Special treatment for the Vitals form",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Specialist,Especialista,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Specialist name and signature","Nombre y firma del especialista",test,"Nombre y firma del especialista ","Nombre y firma del especialista",NULL,NULL,NULL,NULL
Specialty,Especialidad,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Specialty Systems","Sistemas de la especialidad ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Specialty:,Especialidad,test,Especialidad:,Especialidad,NULL,NULL,NULL,NULL
Specific,Específico,test,"Específico ",Específico,NULL,NULL,NULL,NULL
"Specific Application","Aplicación específica",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Specific Contraceptive Service","Servicio Anticonceptivo Específico",test,"Servicio específico anticonceptivo","Servicio Anticonceptivo Específico",NULL,NULL,NULL,NULL
"Specific Result","Resultado específico",test,"Resultado especifico","Resultado específico",NULL,NULL,NULL,NULL
"Specific Service","Servicio específico",test,"Servicio Específico ","Servicio específico",NULL,NULL,NULL,NULL
Specified,Especificado,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Specifies formatting for codes. # = digit, * = any character. Empty if not used.","Formato específico para códigos.#=dígito, *=cualquier caracter. Vacío si no se usa.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Specifies formatting for codes. # = digit, @ = alpha, * = any character. Empty if not used.","Formato específico para códigos.#=dígito, @=alfabético, *=cualquier caracter. Vacío si no se usa.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Specifies formatting for invoice reference numbers.  # = digit, * = any character.  Empty if not used.","Formato específico para número de referencia de facturas.#=dígito, *=cualquier caracter. Vacío si no se usa.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Specifies formatting for invoice reference numbers.  # = digit, @ = alpha, * = any character.  Empty if not used.","Formato específico para número de referencia de facturas.#=dígito, @=alfabético, *=cualquier caracter. Vacío si no se usa.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Specifies formatting for product NDC fields.  # = digit, * = any character.  Empty if not used.","Formato producto campos NCD. #=dígito, *=cualquier carácter. Vacío si no se usa.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Specifies formatting for product NDC fields.  # = digit, @ = alpha, * = any character.  Empty if not used.","Formato producto campos NCD. #=dígito, @=alfabético, *=cualquier carácter. Vacío si no se usa.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Specifies formatting for the external patient ID.  # = digit, * = any character.  Empty if not used.","Formato ID paciente externo.#=dígito,*=cualquier carácter. Vacío si no se usa.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Specifies formatting for the external patient ID.  # = digit, @ = alpha, * = any character.  Empty if not used.","Formato ID paciente externo.#=dígito, @=Alfabético, *=cualquier carácter. Vacío si no se usa.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Specimen,Espécimen,test,Especimen,Espécimen,NULL,NULL,NULL,NULL
"Specimen number/identifier","Especimen numero/Identificador",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Specimen Type","Tipo de especimen",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Speech Dictation","Notas Médicas",test,Dictado,"Notas Médicas",NULL,NULL,NULL,NULL
Spermicides,Espermicidas,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Spermicides - Cream & Jelly","Espermicidas - Crema y Jalea",test,NULL,"Espermicidas - Crema y Jalea",NULL,NULL,NULL,NULL
"Spermicides - Foam Cans","Espermicidas - Espumas en aerosol",test,NULL,"Espermicidas - Espumas en aerosol",NULL,NULL,NULL,NULL
